date,close,volume,open,high,low
2018/07/24,193.0000,18680930.0000,192.4500,193.6601,192.0500
2018/07/23,191.6100,15955820.0000,190.6800,191.9600,189.5600
2018/07/20,191.4400,20670830.0000,191.7800,192.4300,190.1700
2018/07/19,191.8800,20182050.0000,189.6900,192.5500,189.6900
2018/07/18,190.4000,16365720.0000,191.7800,191.8000,189.9300
2018/07/17,191.4500,15515000.0000,189.7500,191.8700,189.2000
2018/07/16,190.9100,15009800.0000,191.5200,192.6500,190.4150
2018/07/13,191.3300,12506830.0000,191.0800,191.8400,190.9000
2018/07/12,191.0300,18000180.0000,189.5300,191.4100,189.3100
2018/07/11,187.8800,18776390.0000,188.5000,189.7799,187.6100
2018/07/10,190.3500,15801370.0000,190.7100,191.2800,190.1801
2018/07/09,190.5800,19636390.0000,189.5000,190.6800,189.3000
2018/07/06,187.9700,17426160.0000,185.4200,188.4340,185.2000
2018/07/05,185.4000,16543880.0000,185.2600,186.4100,184.2800
2018/07/03,183.9200,13954810.0000,187.7900,187.9500,183.5400
2018/07/02,187.1800,17675210.0000,183.8200,187.3000,183.4200
2018/06/29,185.1100,22551660.0000,186.2900,187.1900,182.9100
2018/06/28,185.5000,17352380.0000,184.1000,186.2100,183.8000
2018/06/27,184.1600,24987260.0000,185.2280,187.2800,184.0300
2018/06/26,184.4300,24378480.0000,182.9900,186.5300,182.5400
2018/06/25,182.1700,31632320.0000,183.4000,184.9200,180.7300
2018/06/22,184.9200,27185130.0000,186.1200,186.1500,184.7000
2018/06/21,185.4600,25649240.0000,187.2500,188.3500,184.9400
2018/06/20,186.5000,20490090.0000,186.3500,187.2000,185.7300
2018/06/19,185.6900,33538550.0000,185.1400,186.3300,183.4500
2018/06/18,188.7400,18458410.0000,187.8800,189.2200,187.2000
2018/06/15,188.8400,61438290.0000,190.0300,190.1600,188.2600
2018/06/14,190.8000,21584720.0000,191.5500,191.5700,190.2200
2018/06/13,190.7000,21480120.0000,192.4200,192.8800,190.4400
2018/06/12,192.2800,16859020.0000,191.3850,192.6110,191.1500
2018/06/11,191.2300,18069930.0000,191.3500,191.9700,190.2100
2018/06/08,191.7000,26580710.0000,191.1700,192.0000,189.7700
2018/06/07,193.4600,21329170.0000,194.1400,194.2000,192.3350
2018/06/06,193.9800,20912820.0000,193.6300,194.0800,191.9200
2018/06/05,193.3100,21535570.0000,193.0650,193.9400,192.3600
2018/06/04,191.8300,26190620.0000,191.6350,193.4200,191.3500
2018/06/01,190.2400,23377690.0000,187.9910,190.2600,187.7500
2018/05/31,186.8700,27468700.0000,187.2200,188.2300,186.1400
2018/05/30,187.5000,18503410.0000,187.7200,188.0000,186.7800
2018/05/29,187.9000,22409110.0000,187.6000,188.7500,186.8700
2018/05/25,188.5800,17186760.0000,188.2300,189.6500,187.6500
2018/05/24,188.1500,23129400.0000,188.7700,188.8400,186.2100
2018/05/23,188.3600,19966590.0000,186.3500,188.5000,185.7600
2018/05/22,187.1600,15228270.0000,188.3750,188.8800,186.7800
2018/05/21,187.6300,18383080.0000,188.0000,189.2700,186.9106
2018/05/18,186.3100,18083080.0000,187.1900,187.8102,186.1300
2018/05/17,186.9900,17014490.0000,188.0000,188.9100,186.3600
2018/05/16,188.1800,19046600.0000,186.0700,188.4600,186.0000
2018/05/15,186.4400,23639070.0000,186.7800,187.0700,185.1000
2018/05/14,188.1500,20393070.0000,189.0100,189.5300,187.8600
2018/05/11,188.5900,26167950.0000,189.4900,190.0600,187.4500
2018/05/10,190.0400,27942430.0000,187.7400,190.3700,187.6500
2018/05/09,187.3600,23141260.0000,186.5500,187.4000,185.2200
2018/05/08,186.0500,28053230.0000,184.9900,186.2200,183.6650
2018/05/07,185.1600,42557530.0000,185.1800,187.6700,184.7500
2018/05/04,183.8300,56137230.0000,178.2500,184.2500,178.1700
2018/05/03,176.8900,33944110.0000,175.8800,177.5000,174.4411
2018/05/02,176.5700,66454720.0000,175.2250,177.7500,173.8000
2018/05/01,169.1000,52228910.0000,166.4100,169.2000,165.2700
2018/04/30,165.2600,41976500.0000,162.1300,167.2600,161.8400
2018/04/27,162.3200,35617230.0000,164.0000,164.3300,160.6300
2018/04/26,164.2200,27850370.0000,164.1200,165.7300,163.3700
2018/04/25,163.6500,28331540.0000,162.6200,165.4200,162.4100
2018/04/24,162.9400,33674960.0000,165.6700,166.3300,161.2201
2018/04/23,165.2400,36396590.0000,166.8350,166.9200,164.0900
2018/04/20,165.7200,65270950.0000,170.5950,171.2184,165.4300
2018/04/19,172.8000,34693280.0000,174.9500,175.3900,172.6600
2018/04/18,177.8400,20544600.0000,177.8100,178.8200,176.8800
2018/04/17,178.2400,26575010.0000,176.4900,178.9365,176.4100
2018/04/16,175.8200,21561320.0000,175.0301,176.1900,174.8301
2018/04/13,174.7300,25100510.0000,174.7800,175.8400,173.8500
2018/04/12,174.1400,22858840.0000,173.4100,175.0000,173.0400
2018/04/11,172.4400,22401040.0000,172.2300,173.9232,171.7000
2018/04/10,173.2500,28567110.0000,173.0000,174.0000,171.5300
2018/04/09,170.0500,28976200.0000,169.8800,173.0900,169.8450
2018/04/06,168.3800,34949690.0000,170.9700,172.4800,168.2000
2018/04/05,172.8000,26750260.0000,172.5800,174.2304,172.0800
2018/04/04,171.6100,34581850.0000,164.8800,172.0100,164.7700
2018/04/03,168.3900,30237640.0000,167.6400,168.7455,164.8800
2018/04/02,166.6800,37425640.0000,167.8800,168.9400,164.4700
2018/03/29,167.7800,38116290.0000,167.8050,171.7500,166.9000
2018/03/28,166.4800,41464880.0000,167.2500,170.0200,165.1900
2018/03/27,168.3400,39824200.0000,173.6800,175.1500,166.9200
2018/03/26,172.7700,36778560.0000,168.0700,173.1000,166.4400
2018/03/23,164.9400,40984540.0000,168.3900,169.9200,164.9400
2018/03/22,168.8500,41335980.0000,170.0000,172.6800,168.6000
2018/03/21,171.2700,36387880.0000,175.0400,175.0900,171.2600
2018/03/20,175.2400,19620520.0000,175.2400,176.8000,174.9400
2018/03/19,175.3000,32931110.0000,177.3200,177.4700,173.6600
2018/03/16,178.0200,38313330.0000,178.6500,179.1200,177.6200
2018/03/15,178.6500,22676520.0000,178.5000,180.2400,178.0701
2018/03/14,178.4400,29334630.0000,180.3200,180.5200,177.8100
2018/03/13,179.9700,31464170.0000,182.5900,183.5000,179.2400
2018/03/12,181.7200,32191070.0000,180.2900,182.3900,180.2100
2018/03/09,179.9800,32130360.0000,177.9600,180.0000,177.3900
2018/03/08,176.9400,24518850.0000,175.4800,177.1200,175.0700
2018/03/07,175.0300,31686450.0000,174.9400,175.8500,174.2700
2018/03/06,176.6700,23273160.0000,177.9100,178.2500,176.1300
2018/03/05,176.8200,27825140.0000,175.2100,177.7400,174.5200
2018/03/02,176.2100,38426060.0000,172.8000,176.3000,172.4500
2018/03/01,175.0000,48706170.0000,178.5400,179.7750,172.6600
2018/02/28,178.1200,37568080.0000,179.2600,180.6150,178.0500
2018/02/27,178.3900,38885510.0000,179.1000,180.4800,178.1600
2018/02/26,178.9700,37353670.0000,176.3500,179.3900,176.2100
2018/02/23,175.5000,33772050.0000,173.6700,175.6500,173.5400
2018/02/22,172.5000,30953760.0000,171.8000,173.9500,171.7100
2018/02/21,171.0700,37378070.0000,172.8300,174.1200,171.0100
2018/02/20,171.8500,33690660.0000,172.0500,174.2600,171.4200
2018/02/16,172.4300,40113790.0000,172.3600,174.8200,171.7700
2018/02/15,172.9900,50908540.0000,169.7900,173.0900,169.0000
2018/02/14,167.3700,40382890.0000,163.0450,167.5400,162.8800
2018/02/13,164.3400,32483310.0000,161.9500,164.7500,161.6500
2018/02/12,162.7100,60774900.0000,158.5000,163.8900,157.5100
2018/02/09,156.4100,70583530.0000,157.0700,157.8900,150.2400
2018/02/08,155.1500,54145930.0000,160.2900,161.0000,155.0300
2018/02/07,159.5400,51467440.0000,163.0850,163.4000,159.0685
2018/02/06,163.0300,68171940.0000,154.8300,163.7200,154.0000
2018/02/05,156.4900,72215320.0000,159.1000,163.8800,156.0000
2018/02/02,160.5000,85957050.0000,166.0000,166.8000,160.1000
2018/02/01,167.7800,44453230.0000,167.1650,168.6200,166.7600
2018/01/31,167.4300,32234520.0000,166.8700,168.4417,166.5000
2018/01/30,166.9700,45635470.0000,165.5250,167.3700,164.7000
2018/01/29,167.9600,50565420.0000,170.1600,170.1600,167.0700
2018/01/26,171.5100,39075250.0000,172.0000,172.0000,170.0600
2018/01/25,171.1100,41438280.0000,174.5050,174.9500,170.5300
2018/01/24,174.2200,51368540.0000,177.2500,177.3000,173.2000
